location,hour,day_of_week,month,base_fare
2,18,3,3,149
3,2,3,3,90
12,12,4,3,114
0,21,0,2,142
0,13,2,2,85
5,18,2,1,75
4,16,0,2,101
2,11,3,2,94
6,5,4,2,85
4,12,0,1,87
14,1,6,2,101
1,18,4,1,91
7,3,2,1,140
1,13,6,2,127
14,6,5,1,60
8,9,5,3,51
1,2,6,3,95
15,4,4,3,53
14,2,0,2,86
5,12,5,3,53
1,4,5,1,74
15,3,4,1,91
2,14,4,3,82
6,9,4,3,60
3,22,2,1,73
2,15,1,2,66
0,1,5,1,144
12,15,0,3,97
1,6,6,1,121
1,14,6,1,88
11,10,0,2,80
10,10,4,1,62
2,11,4,3,124
11,18,3,3,94
7,7,2,2,116
11,11,3,1,68
14,10,2,1,63
15,16,1,1,118
15,14,5,2,93
6,11,0,1,81
4,8,1,3,81
11,16,4,2,56
4,3,3,1,81
9,2,6,3,148
4,14,3,3,128
13,5,5,2,64
3,16,3,3,114
0,10,1,1,65
15,22,1,1,79
8,7,2,2,89
2,17,2,1,142
11,10,6,2,109
3,12,1,2,80
5,10,3,1,127
6,16,4,3,84
4,23,3,3,86
1,2,4,1,60
9,23,2,1,50
10,6,0,1,68
8,12,0,1,106
7,4,3,3,66
3,14,2,1,111
3,7,2,2,144
4,2,4,3,75
11,13,3,2,128
1,18,4,2,55
1,14,2,1,78
8,8,1,2,136
12,7,0,3,122
15,20,0,1,115
0,3,3,3,56
13,14,1,1,139
2,1,1,1,83
6,23,4,2,59
13,18,0,3,107
2,20,1,2,136
15,18,1,3,105
3,14,1,1,101
15,15,2,3,81
10,6,4,3,113
7,9,3,2,88
1,5,6,1,92
2,18,2,3,129
14,0,6,1,121
10,3,6,2,124
0,13,2,2,76
7,15,6,1,69
8,13,2,1,63
0,7,5,2,123
6,0,2,3,99
13,13,0,2,134
2,17,6,1,96
7,20,3,1,110
3,7,1,1,93
7,1,6,3,140
2,12,6,3,115
11,16,4,3,66
14,19,5,3,70
15,22,4,1,125
13,22,6,2,56
6,6,3,3,88
7,5,4,2,79
6,10,4,1,114
7,7,1,1,147
8,7,3,3,105
8,6,6,2,58
4,14,6,2,104
7,19,4,1,75
8,5,4,2,70
9,7,0,1,53
12,23,4,3,146
13,7,6,1,111
10,20,4,2,147
7,3,0,2,70
12,22,1,1,65
15,23,6,3,138
11,1,2,3,104
15,11,1,1,132
13,21,2,1,130
13,10,0,1,148
6,22,3,1,98
9,20,2,3,83
6,14,1,3,51
10,5,5,1,73
6,15,3,3,78
13,12,5,3,125
0,9,0,1,131
10,10,6,3,108
14,12,3,3,50
6,15,3,1,96
6,16,1,2,131
15,8,6,3,88
4,9,0,3,150
9,18,4,1,127
9,2,6,3,82
13,19,4,3,114
12,13,2,3,149
8,13,2,3,72
6,14,0,1,99
3,3,4,3,100
13,1,4,1,149
12,15,4,1,118
6,3,1,2,79
8,13,6,1,125
3,11,4,1,135
0,20,0,3,81
11,7,5,1,114
12,20,0,2,86
6,12,4,3,89
12,3,6,3,112
15,22,2,1,138
14,8,3,2,144
8,7,4,3,75
0,21,1,1,148
2,0,0,1,76
6,9,2,2,116
10,5,5,2,120
4,12,5,3,105
15,3,2,3,100
12,14,2,3,123
12,0,4,1,148
12,14,3,3,142
5,3,3,1,103
8,4,6,3,126
0,4,0,3,116
15,22,6,3,133
2,14,5,3,53
3,5,1,1,92
2,10,0,1,101
8,20,6,3,82
8,12,0,3,51
11,12,6,3,60
15,9,6,2,79
5,15,5,1,60
12,2,1,1,52
8,4,5,2,84
12,2,2,3,112
2,0,4,2,71
6,4,6,2,112
6,21,6,1,107
4,3,3,3,134
1,8,3,3,149
1,13,0,2,137
9,7,5,2,99
7,5,1,3,101
1,7,0,3,113
13,20,5,3,64
10,23,3,3,64
8,3,6,3,76
7,23,1,1,86
4,14,1,1,97
10,8,4,1,93
3,23,6,2,120
6,8,2,1,70
14,10,0,2,125
6,18,6,2,107
14,16,2,3,87
13,21,6,1,86
8,7,3,3,88
3,18,1,3,114
14,16,3,1,56
7,11,6,3,94
3,21,6,1,69
13,7,3,3,61
12,4,4,3,81
3,17,5,3,78
11,3,1,1,148
15,5,6,3,101
1,6,3,1,134
12,7,0,2,143
1,2,2,2,130
8,7,1,1,75
5,8,3,3,134
5,7,4,3,78
10,16,1,1,112
12,21,4,3,94
13,16,2,1,141
12,18,3,3,135
10,1,0,2,141
3,20,2,1,96
12,6,6,1,132
12,16,5,3,130
1,13,0,1,57
14,8,4,1,102
3,6,1,1,77
3,13,1,3,129
8,10,1,2,127
7,9,3,2,132
10,0,1,3,91
15,8,5,1,72
9,4,1,3,102
7,8,0,2,127
0,3,3,2,94
6,9,0,1,90
9,0,4,1,80
5,3,1,3,65
5,21,5,3,145
10,9,1,3,77
13,11,6,3,75
5,1,4,3,105
13,19,5,1,74
8,0,3,3,123
6,2,1,1,143
10,3,2,3,91
14,10,6,1,139
12,3,5,2,136
4,20,4,3,79
14,12,4,3,103
12,5,5,2,58
12,13,0,3,96
0,12,5,2,88
10,1,1,2,123
5,21,6,2,63
15,6,5,3,101
1,6,6,1,78
12,0,6,3,106
5,20,6,3,67
14,21,0,1,135
14,12,2,1,58
8,18,3,2,51
0,15,2,1,112
5,12,2,3,138
15,12,4,1,127
15,5,5,3,108
2,14,6,2,144
4,1,5,1,53
9,22,6,2,78
8,16,4,1,51
15,19,4,3,142
10,9,3,3,122
7,7,1,2,54
1,9,3,3,58
15,14,4,2,68
8,1,2,3,61
2,22,6,3,77
4,5,2,2,124
4,10,3,2,134
5,4,5,3,59
9,16,0,2,147
0,16,4,1,139
15,14,5,1,61
6,7,5,1,96
9,18,2,3,119
15,3,6,3,60
15,9,1,2,65
12,12,3,2,135
3,9,3,3,93
12,7,2,3,89
14,19,4,1,74
0,5,2,2,138
13,5,2,3,57
13,7,0,1,92
3,13,3,2,86
9,14,6,2,145
15,17,6,1,86
7,7,0,3,83
6,13,6,3,51
14,19,0,3,70
11,21,4,3,96
0,3,4,1,71
7,18,4,2,98
9,18,3,3,85
15,12,2,3,121
15,8,3,3,135
15,9,2,2,79
5,2,1,1,79
11,4,2,1,52
1,6,2,1,124
9,21,1,2,104
11,20,6,3,134
9,16,2,2,112
6,4,5,3,126
3,14,0,2,106
8,13,2,3,84
10,20,3,3,133
1,7,1,1,136
10,12,6,1,137
11,9,0,2,81
4,3,4,3,98
2,16,0,1,112
15,3,0,3,125
10,4,2,1,85
9,1,3,3,107
10,11,4,2,137
10,19,5,3,145
11,13,5,3,76
4,20,1,3,98
9,12,0,3,80
8,3,0,3,82
9,6,4,1,67
4,14,0,2,94
0,18,3,1,133
3,23,4,1,99
10,9,1,2,149
7,10,4,3,61
13,18,0,1,66
5,15,5,2,73
2,9,0,1,134
2,11,0,1,74
3,21,5,1,104
9,21,3,3,75
3,12,1,2,112
11,16,4,3,139
15,13,0,1,124
6,13,3,2,67
10,15,5,2,114
1,0,4,2,63
15,1,2,1,73
15,15,3,2,62
8,12,5,3,75
11,9,2,1,93
1,11,5,3,71
14,7,4,1,74
3,4,4,3,92
6,10,5,2,147
14,18,2,1,71
1,3,0,2,143
1,21,6,1,60
4,12,1,2,140
6,4,0,2,79
2,19,4,2,121
9,5,6,3,137
3,2,5,3,76
2,12,3,2,75
13,7,1,1,112
7,20,6,3,137
1,22,5,2,90
0,9,1,2,90
12,19,6,3,105
8,2,3,2,75
14,12,6,3,71
6,16,6,1,117
9,21,6,3,96
8,13,1,3,86
9,14,2,2,77
11,12,2,1,74
14,6,6,3,88
4,2,0,2,95
7,6,6,3,119
13,22,1,3,101
6,9,3,1,78
1,21,5,1,82
15,12,5,2,84
0,19,1,2,62
0,3,6,2,117
5,15,4,1,53
9,14,4,2,84
12,14,6,1,67
4,15,2,3,125
15,0,2,1,61
15,4,5,1,72
0,22,6,3,133
8,1,5,1,75
4,14,6,1,108
14,20,0,3,108
9,18,0,1,149
7,8,4,2,138
6,12,5,3,140
14,8,4,3,56
0,14,2,2,149
4,6,0,1,74
3,4,2,3,54
12,0,5,1,50
9,8,1,2,120
7,20,3,3,55
0,18,1,2,128
1,21,0,3,142
8,7,6,2,102
0,8,0,2,139
13,9,3,2,66
12,3,6,2,120
2,16,5,1,114
13,21,5,2,100
12,14,6,1,100
2,0,6,1,54
11,10,3,3,112
10,10,4,1,145
5,3,2,1,63
5,21,6,1,120
0,22,4,3,140
8,0,6,1,91
7,20,0,2,65
14,14,1,1,87
12,15,6,3,106
1,17,2,3,66
11,6,3,3,70
5,12,4,3,51
13,3,2,1,125
3,22,5,3,78
1,10,2,1,98
11,12,1,2,74
5,19,4,2,133
7,11,1,1,73
6,8,3,1,118
4,6,2,3,121
9,17,4,1,132
13,18,4,1,52
14,20,3,1,50
13,8,2,3,88
11,17,2,2,65
13,21,6,3,58
9,12,0,1,149
5,21,6,1,116
3,6,1,3,95
12,10,1,1,93
1,3,5,1,140
2,16,2,1,134
11,11,6,1,115
7,0,1,1,141
9,3,4,1,62
8,11,5,3,143
0,6,3,1,76
7,22,0,2,131
12,3,0,2,92
5,15,2,3,59
4,21,2,2,111
12,4,0,1,120
0,2,5,2,94
5,17,3,1,69
12,1,5,1,72
15,0,0,1,78
13,22,5,1,93
11,15,2,1,144
2,16,3,1,62
10,8,0,2,83
14,4,5,1,125
11,5,2,3,113
5,8,5,3,72
1,19,2,3,61
15,20,6,3,78
5,4,0,2,59
14,16,6,1,119
15,17,5,3,90
10,9,3,1,73
3,15,6,1,63
11,6,2,1,79
7,1,5,1,54
15,11,3,1,93
0,6,3,3,76
3,7,4,1,107
2,18,4,2,128
14,6,6,3,137
14,3,0,2,107
14,2,0,3,91
12,11,1,1,137
3,10,5,3,124
8,20,5,1,109
0,8,4,1,141
15,10,2,2,66
0,0,4,1,56
0,4,1,2,84
15,5,5,2,109
2,18,5,2,86
11,15,0,1,94
14,13,6,2,79
6,22,4,3,50
12,19,5,2,139
5,11,4,1,132
0,22,4,2,108
6,7,4,3,98
5,23,6,1,62
3,0,6,2,86
5,18,6,1,76
13,5,3,3,146
2,17,2,1,150
3,7,4,2,146
8,8,4,1,85
6,10,1,2,72
4,14,5,2,149
14,21,1,1,90
0,23,6,2,61
9,8,2,3,96
15,5,0,1,138
2,12,5,1,124
9,16,2,1,79
10,7,3,1,96
11,6,2,1,119
10,12,4,3,125
7,19,5,1,72
6,19,4,2,92
15,22,1,3,149
2,20,3,1,145
15,9,5,1,77
8,1,4,2,82
0,16,3,3,81
14,16,0,2,124
8,19,0,3,95
0,14,5,1,103
8,2,5,3,70
7,6,4,3,136
10,22,4,3,118
7,15,3,3,67
2,5,5,3,72
8,17,5,3,76
0,21,4,2,79
11,12,0,1,131
9,10,0,3,80
13,12,4,2,118
4,3,6,2,123
13,4,0,2,117
10,1,6,2,64
8,12,3,3,142
1,4,2,2,90
15,13,4,2,127
5,19,6,2,134
15,11,1,2,107
6,3,6,3,109
3,5,5,3,142
7,4,4,2,84
7,12,0,1,104
3,16,4,2,94
0,2,5,3,96
1,20,2,1,93
13,7,5,2,127
2,17,1,2,55
4,0,2,1,83
4,15,5,1,111
11,18,1,3,58
3,23,1,1,103
13,11,1,1,57
6,8,4,3,91
7,16,1,3,90
5,13,6,2,74
1,21,4,3,136
5,16,6,2,102
9,18,4,3,81
10,3,2,2,146
9,19,3,2,145
5,18,3,1,103
4,19,3,3,95
8,23,1,1,84
7,5,4,3,67
10,23,4,3,66
14,0,2,3,123
8,17,4,1,69
15,10,4,2,131
8,12,6,3,91
8,18,0,2,141
4,7,3,1,99
13,10,3,3,105
15,16,5,2,134
13,10,6,1,150
0,15,6,1,108
0,11,0,1,126
7,15,6,2,77
12,23,0,3,87
2,4,5,3,75
0,13,0,2,127
2,8,6,1,134
3,12,2,2,118
8,18,0,3,62
12,2,2,3,135
1,0,3,3,66
5,11,3,1,148
10,4,3,2,142
7,13,6,2,104
4,10,0,1,55
10,14,6,1,101
7,23,4,2,73
3,10,3,1,106
10,9,5,2,63
3,2,2,2,113
3,12,1,1,77
12,11,3,1,58
3,21,3,1,103
8,11,2,1,127
4,7,2,3,107
13,15,5,1,109
10,17,5,1,91
15,9,0,3,62
14,0,1,1,85
13,23,1,3,84
14,21,5,1,136
12,9,0,1,130
8,8,2,1,103
2,1,6,1,108
10,15,5,3,50
11,9,2,2,119
10,5,3,1,93
12,22,0,1,87
1,9,3,1,77
15,17,6,2,117
11,6,3,1,62
5,3,3,3,70
9,13,6,1,67
11,5,4,3,112
2,5,0,3,112
14,14,4,2,122
14,11,4,3,59
15,21,4,2,83
15,12,6,3,98
7,17,5,1,131
9,9,4,1,147
3,9,1,1,89
9,0,0,1,146
3,11,6,3,55
8,5,5,3,98
12,7,2,2,117
15,0,5,1,110
10,20,1,3,61
11,22,0,3,62
7,16,0,1,140
15,15,1,3,71
4,8,5,2,63
4,15,2,2,148
2,0,2,3,115
4,9,5,1,104
4,4,0,1,89
2,15,0,3,66
4,20,4,1,147
14,4,0,2,89
1,13,6,1,96
1,7,6,3,141
5,17,5,2,99
14,9,2,3,145
5,14,4,1,59
8,18,2,3,148
15,21,2,1,64
7,20,5,2,69
7,23,3,3,63
7,8,4,2,112
4,17,6,1,63
7,6,2,1,148
8,14,3,2,118
7,14,3,1,120
6,10,4,1,73
7,19,5,3,94
3,8,5,3,149
7,13,2,3,91
12,16,3,3,138
3,2,1,1,118
7,10,1,3,58
2,1,5,3,147
12,5,1,2,67
12,16,2,2,147
0,21,2,3,97
15,3,5,3,135
0,18,3,2,63
1,12,3,1,53
1,16,0,1,68
5,14,0,3,84
0,0,3,2,89
13,21,0,1,60
11,10,1,1,68
12,4,5,3,76
11,23,6,2,104
3,23,6,1,115
13,9,0,2,68
4,14,3,1,88
10,23,4,1,114
12,11,0,3,103
8,7,3,1,126
6,14,6,2,129
1,2,5,2,144
2,12,6,2,78
10,13,1,1,123
0,22,0,2,75
6,13,6,3,142
6,15,1,2,119
13,9,2,1,115
2,9,6,2,147
4,5,0,1,56
11,1,2,2,142
1,23,2,1,78
2,9,3,3,74
13,13,4,1,145
14,9,2,1,107
11,21,0,2,63
4,18,5,3,63
0,14,2,3,98
2,4,5,2,62
14,19,6,1,150
12,21,5,3,145
5,14,3,2,85
1,5,1,2,64
5,6,3,3,117
4,3,4,3,100
13,23,1,1,121
13,13,0,1,81
0,4,1,3,105
6,0,4,3,104
5,13,1,3,84
14,17,2,2,106
5,20,6,3,129
3,23,4,2,126
10,9,4,1,68
7,11,0,1,130
4,10,4,3,128
6,6,6,1,66
1,12,5,3,87
4,2,1,1,102
12,9,5,2,51
1,2,3,2,142
0,0,2,2,91
7,14,6,3,58
14,9,5,1,142
3,14,2,3,119
8,3,3,1,137
2,12,3,1,127
0,4,4,3,89
14,3,6,2,54
5,1,0,1,108
4,5,1,1,59
10,13,0,3,71
7,5,6,2,137
14,10,3,3,99
7,19,5,3,70
15,3,0,1,109
5,19,5,3,108
10,22,6,2,60
8,13,4,3,129
13,19,5,3,84
2,21,0,2,142
12,22,0,1,56
15,12,1,1,122
2,16,2,1,64
0,2,6,1,79
11,17,1,1,64
1,16,5,3,60
1,1,5,2,137
2,18,6,1,82
8,15,1,3,58
1,22,6,1,94
3,23,5,3,143
5,16,6,1,96
14,14,1,1,146
1,9,5,2,92
3,21,3,3,122
1,8,4,1,89
8,23,5,2,68
1,15,2,3,125
14,4,3,1,139
1,5,1,2,129
7,5,2,3,121
10,21,2,2,62
4,13,0,1,110
7,12,6,2,143
2,7,3,3,119
3,12,5,2,117
5,9,4,2,85
10,5,2,3,64
2,19,3,1,122
15,20,2,2,115
4,12,3,2,71
11,1,2,1,141
11,19,5,3,150
11,2,3,2,105
13,15,0,1,126
14,9,6,3,77
0,23,6,1,99
4,21,1,1,129
12,0,1,2,124
3,21,2,3,81
15,12,3,2,146
6,19,1,2,121
4,5,1,2,107
2,22,4,2,58
4,23,4,1,80
5,20,0,1,144
14,8,2,1,145
2,12,1,3,132
8,8,5,3,52
12,3,4,2,85
6,6,2,1,127
8,7,4,3,108
6,6,0,2,106
9,18,0,3,135
0,10,3,2,143
15,17,2,2,101
4,20,1,1,91
14,19,0,3,146
12,18,2,1,61
8,15,3,3,124
5,5,2,3,75
9,2,5,3,73
9,0,4,3,123
5,4,0,2,105
4,14,1,1,53
8,20,4,1,114
6,23,3,3,100
4,9,2,1,54
6,21,4,2,102
9,1,6,2,68
0,9,4,2,120
3,7,1,1,127
0,7,5,2,61
10,16,2,2,53
15,9,1,3,144
13,10,2,1,64
8,22,1,3,74
12,2,3,3,60
9,9,0,2,131
1,1,6,1,61
10,21,6,2,78
1,4,5,1,96
5,3,2,1,143
3,2,2,1,148
11,3,0,2,130
7,18,6,3,74
4,14,3,2,96
12,15,4,2,111
5,12,5,2,142
3,9,6,3,98
6,16,6,3,54
12,23,6,2,148
8,21,4,2,122
8,3,6,3,101
2,1,4,2,138
2,4,1,2,78
13,7,2,3,68
15,23,0,1,109
7,11,1,1,54
3,3,2,3,149
11,23,0,2,98
14,2,1,2,112
15,3,6,3,112
6,17,0,3,55
11,13,6,3,56
1,13,3,3,136
5,18,4,2,139
0,11,4,1,145
8,16,0,2,131
14,0,2,1,118
14,8,4,2,75
8,22,0,2,112
1,0,2,2,72
15,10,3,3,117
7,18,5,3,120
4,1,1,1,53
15,16,2,1,115
2,12,6,1,66
9,17,5,2,86
3,16,6,1,101
10,12,2,1,68
15,18,5,3,124
11,13,5,1,76
4,6,2,1,96
12,20,3,1,95
15,21,3,1,73
15,9,5,2,100
14,19,4,2,128
12,14,2,3,104
8,0,2,3,114
10,11,5,2,93
1,12,0,3,93
5,1,3,2,141
5,18,0,3,150
1,8,0,1,141
5,6,5,3,100
1,17,6,2,148
6,7,0,1,110
2,22,3,3,134
5,10,1,3,95
4,1,4,2,109
13,0,4,1,129
7,10,5,1,142
9,5,2,1,108
14,23,4,1,129
0,2,3,1,144
7,3,3,2,127
13,6,4,1,143
5,11,0,2,139
4,0,1,1,129
5,2,6,3,67
14,15,2,3,122
14,11,3,1,80
7,12,1,3,58
6,16,4,2,139
14,14,4,1,65
13,6,0,3,137
11,23,4,2,64
1,9,0,2,68
10,20,6,2,111
5,13,6,3,133
9,6,3,3,98
3,17,3,1,65
4,9,6,2,81
3,20,1,1,110
3,23,4,3,112
0,16,2,3,65
0,10,4,1,69
1,21,5,2,85
2,20,1,1,125
7,18,2,2,82
10,7,6,1,124
12,23,6,1,52
11,12,5,1,105
7,10,2,2,130
4,22,1,1,59
4,23,1,1,119
7,3,3,3,61
10,11,3,2,100
4,20,2,3,144
4,9,0,1,71
4,3,4,3,60
0,11,5,3,150
7,21,6,3,68
4,18,3,1,95
7,9,1,1,90
5,3,3,3,130
11,21,3,3,139
9,8,3,1,111
11,8,4,1,148
4,0,5,2,73
3,14,1,3,50
15,17,4,3,145
10,9,4,2,117
10,19,6,3,52
5,9,0,3,72
4,1,3,1,112
3,11,4,3,132
8,3,6,3,118
9,17,0,2,69
3,14,4,3,95
1,7,3,3,107
2,19,0,1,141
0,12,2,1,66
1,15,1,1,110
2,0,2,1,115
1,20,2,1,104
7,6,2,2,93
5,5,4,2,147
13,7,1,3,105
2,23,5,1,81
12,11,4,2,54
2,11,4,3,64
0,18,1,2,66
4,19,0,1,90
14,13,4,2,111
10,2,4,3,110
6,6,3,2,109
15,6,1,3,139
7,20,4,3,115
0,3,1,2,74
9,13,0,3,92
2,10,3,1,129
8,4,2,1,116
12,1,0,1,118
15,0,2,3,77
10,19,0,2,70
0,9,2,2,52
1,20,2,3,125
9,10,2,1,67
4,1,2,2,110
2,13,4,1,137
6,15,1,3,108
6,12,3,1,147
6,7,2,1,78
15,22,1,3,68
13,22,2,3,138
5,12,1,2,82
11,23,3,3,113
11,16,5,1,87
1,12,3,2,74
13,3,6,2,76
9,23,6,3,66
3,17,6,1,89
9,6,5,1,127
4,22,4,3,50
12,11,3,1,58
13,1,4,2,117
12,9,3,1,134
11,12,3,1,58
12,16,0,3,63
12,10,2,1,63
11,0,6,1,61
3,9,2,2,137
11,6,5,3,112
7,3,4,2,137
0,20,1,1,76
8,3,5,2,55
13,3,1,2,78
9,6,3,3,73
9,5,0,1,91
4,20,0,1,90
3,8,4,1,110
15,18,2,1,94
14,4,1,1,70
11,19,1,3,106
11,8,2,1,146
0,6,3,3,57
7,21,0,1,58
4,14,5,1,79
14,8,5,2,126
12,20,4,2,85
14,21,1,2,97
2,3,3,3,93
10,17,5,1,51
3,8,6,3,140
11,9,0,1,115
13,23,5,3,88
14,9,2,1,57
5,7,4,3,75
11,22,4,1,89
7,16,5,2,139
13,21,3,3,136
4,10,4,3,89
9,12,4,2,65
10,12,3,3,111
0,0,3,3,141
3,3,2,1,110
12,20,1,2,75
14,1,3,3,115
0,16,6,1,136
3,18,4,3,142
3,19,4,2,148
10,1,3,3,131
9,5,1,2,95
11,14,2,3,107
12,22,5,2,55
3,10,1,1,95
10,14,1,1,67
15,11,1,1,79
9,2,2,3,93
6,4,3,2,84
11,3,5,3,109
2,7,5,1,93
5,5,2,1,93
6,9,2,1,128
13,5,3,1,101
6,18,4,1,86
8,3,5,1,138
8,5,0,1,67
2,23,1,2,126
12,10,0,2,83
12,3,2,3,90
9,1,6,2,50
9,20,2,3,114
10,1,4,2,111
9,21,3,1,109
0,15,3,3,136
11,11,3,2,131
14,1,0,1,98
9,15,3,2,134
14,3,4,2,140
9,9,5,2,120
6,15,5,1,74
1,3,6,2,55
3,19,2,3,92
14,13,2,2,75
3,19,3,1,92
0,13,4,1,66
14,8,3,1,53
7,2,3,1,90
6,5,6,2,132
10,21,4,3,137
0,22,4,1,85
2,22,0,2,81
6,13,1,1,75
15,2,6,1,69
10,13,0,2,137
14,3,5,3,88
10,14,3,1,55
11,7,4,2,144
3,7,5,2,66
11,19,2,1,93
12,19,6,2,109
4,9,0,1,90
7,11,0,1,88
6,0,0,1,104
6,0,4,3,70
14,0,6,3,148
7,11,5,2,54
14,18,6,2,137
1,10,2,3,54
1,5,0,2,91
3,20,6,2,69
0,22,4,1,101
2,17,1,3,107
13,21,4,2,82
10,23,0,2,84
5,18,3,1,117
11,16,1,1,142
5,20,6,1,124
3,4,6,3,127
7,10,1,2,91
6,5,1,3,65
0,10,0,2,90
10,4,6,2,64
0,12,0,3,56
7,8,0,1,99
15,15,6,2,91
9,14,0,3,120
2,11,2,3,70
6,10,5,1,125
8,15,2,2,98
1,16,5,3,137
2,19,0,3,127
2,18,3,2,96
2,22,6,2,76
6,19,0,2,143
2,21,2,2,145
10,17,4,1,136
2,15,5,1,110
13,19,2,3,149
7,11,3,3,78
14,5,0,1,80
10,3,5,3,80
3,8,0,2,80
10,5,4,3,101
12,15,5,3,123
7,22,1,1,99
9,18,1,3,144
8,18,4,1,131
9,9,6,1,89
14,12,6,1,97
12,15,2,3,112
0,6,1,3,131
4,10,4,2,85
10,17,5,2,114
3,7,3,3,59
7,21,6,1,67
15,23,4,2,77
7,20,4,1,93
8,7,1,1,80
6,19,3,3,134
14,20,2,1,128
12,14,1,2,73
9,15,3,2,53
0,17,4,3,149
7,10,2,1,55
12,13,1,2,99
8,17,5,3,92
10,7,4,3,56
5,7,1,2,66
15,10,4,1,115
5,1,3,3,61
2,0,0,3,51
1,3,6,2,123
10,22,3,3,136
11,5,4,2,130
6,1,5,1,73
11,11,0,3,67
4,4,6,2,142
4,4,5,3,130
11,22,6,2,140
7,0,0,3,100
9,8,5,1,143
3,22,3,3,55
5,21,1,2,82
0,18,1,1,94
15,9,1,3,58
10,19,0,1,81
1,16,4,2,54
1,21,5,1,91
14,7,3,2,137
10,2,6,3,104
2,12,0,3,149
4,10,5,2,139
5,0,4,1,150
8,9,2,1,144
1,3,1,3,75
0,23,5,3,126
4,8,1,1,118
11,4,2,3,84
8,19,2,2,149
11,10,1,2,82
7,2,0,2,55
4,13,5,2,75
12,11,0,1,129
15,7,6,3,117
2,8,0,1,55
6,21,4,3,118
9,23,6,1,92
15,20,4,3,130
6,8,1,2,119
3,17,1,3,89
15,10,5,3,66
9,8,2,3,71
11,12,6,1,52
3,21,6,1,140
6,18,1,1,115
5,0,3,2,94
6,11,4,2,150
8,8,6,3,77
12,21,1,1,139
12,8,3,1,76
7,12,3,1,55
13,23,2,1,129
11,5,3,1,55
1,4,3,1,77
0,21,0,3,126
15,7,4,2,104
10,20,6,1,102
12,5,2,1,120
4,6,0,3,88
15,4,3,3,52
4,6,3,2,102
11,20,3,2,66
0,20,3,1,110
10,4,3,3,130
2,6,0,2,92
11,15,2,1,140
4,1,5,1,102
0,5,6,3,105
8,23,6,2,138
14,14,3,3,75
12,20,6,3,67
14,15,4,3,60
11,20,5,2,143
0,5,0,1,147
13,6,0,1,96
1,19,6,3,131
3,20,2,1,144
15,1,5,1,77
2,21,1,1,113
14,18,2,1,123
12,21,3,1,107
6,15,0,1,59
3,8,1,1,137
8,9,0,1,94
8,14,3,1,82
11,9,4,3,94
2,3,5,1,127
4,23,3,3,121
6,23,6,2,140
1,21,6,3,134
14,5,4,2,123
6,23,2,3,116
10,4,4,3,53
7,1,3,1,54
11,15,2,2,150
5,10,3,3,55
14,20,1,3,102
14,4,1,2,138
0,18,1,3,125
5,19,6,1,50
8,18,2,3,57
6,1,4,2,140
4,15,5,3,133
10,6,4,1,70
11,8,5,2,51
15,16,6,2,99
15,6,5,1,144
0,11,1,3,142
6,4,6,3,117
8,20,6,2,103
9,7,4,1,126
0,10,6,3,83
14,9,0,1,107
11,13,1,3,66
14,1,1,3,66
6,2,3,1,136
9,14,4,3,150
7,6,4,1,131
1,11,2,1,58
9,6,1,2,85
2,12,5,3,96
2,21,1,1,135
14,13,3,1,96
4,17,3,1,71
5,17,5,2,96
5,11,1,2,100
5,11,2,2,68
6,18,5,1,144
2,0,0,2,92
13,17,6,2,131
15,8,0,3,73
10,14,2,3,123
7,16,1,3,85
12,23,4,2,77
11,22,5,1,125
6,3,5,3,140
5,15,1,1,107
13,1,5,3,83
13,5,4,2,83
4,21,3,2,67
8,1,1,1,146
12,9,1,2,97
5,13,2,3,80
13,9,1,2,104
5,2,6,1,126
7,11,1,1,91
4,21,1,1,143
2,17,5,1,64
4,20,4,3,128
12,16,5,1,74
7,9,2,2,57
11,20,2,2,56
3,14,2,3,118
9,18,2,2,65
3,9,6,2,98
5,16,5,2,93
3,9,6,1,56
8,16,3,1,82
6,14,5,3,62
5,21,0,2,51
1,16,6,2,134
8,8,5,2,135
15,7,0,1,145
10,21,3,1,111
3,19,6,1,60
11,17,5,1,52
7,22,5,2,150
4,16,2,2,113
4,15,3,2,112
1,19,3,2,138
4,8,5,3,140
8,8,2,1,78
1,10,1,1,120
11,9,6,2,128
0,23,4,2,94
7,4,4,2,107
4,10,5,3,111
4,11,1,3,54
5,17,6,1,127
8,13,5,2,82
11,0,3,2,76
9,3,6,2,150
11,12,3,2,68
13,19,2,2,69
12,10,1,1,133
5,0,2,2,66
15,18,1,3,138
2,7,2,3,93
11,17,0,1,149
13,13,6,3,54
9,6,4,2,87
8,11,3,1,110
12,10,1,3,134
11,20,5,2,90
5,6,6,1,82
6,21,3,3,103
1,12,1,2,94
14,0,0,1,71
12,16,4,3,73
15,0,4,1,131
6,23,0,2,63
13,18,3,2,78
13,0,6,2,84
1,12,2,3,72
8,18,2,3,135
3,13,1,1,82
9,13,1,2,112
1,15,6,1,55
11,13,2,1,58
8,14,1,3,81
12,0,4,2,150
4,14,2,3,143
0,16,4,2,112
8,17,3,3,77
13,14,6,2,77
10,21,0,2,94
11,0,1,3,145
4,23,3,2,91
11,20,6,3,64
14,7,6,3,92
0,17,6,2,104
13,12,2,2,90
0,8,0,2,108
14,19,2,3,117
11,3,4,3,72
0,23,6,2,63
3,4,1,1,150
3,14,5,1,107
15,17,3,2,67
14,17,1,1,128
7,18,0,3,131
